SMSA	PLINE	PERSON	HERE	PQOTHNR	PQSALNR	PQSELFNR	PQALIM	PQDIV	PQINT	PQOTHER	PQRENT	PQRETIR	PQSAL	PQSELF	PQSS	PQSSI	PQWELF	PQWKCMP	RNTDUE	LODRNT	FOOD	LODSTA	WLINEQ	MOVM	MOVE	TEN	MVG	PHEAR	PSEE	PMEMRY	PWALK	PCARE	PERRND	CITSHP	JITSHP	NATVTY	REL	AGE	SEX	MAR	PAR	GRAD	SPOS	SPAN	JREL	JAGE	JSEX	JMAR	JPAR	JSPAN	JGRAD	JSPOS	FAMNUM	FAMTYP	FAMREL	INUSYR	JATVTY	JNUSYR	JTEN	JMOVE	JMOVM	JMVG	JHERE	JPQSAL	JPQSELF	JPQINT	JPQSS	JPQSSI	JPQWELF	JPQRETIR	JPQALIM	JPQOTHER	JPQSALNR	JPQSLFNR	JPQOTHNR	JPQDIV	JPQRENT	JPQWKCMP	RACE	PVOTHER	JSAL	SAL	JRACE	JPVOTHER	CONTROL
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	3	2008	X	1	2	2	2	2	2	2	1	 	057	1	55	1	1	 	40	1	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	60000	 	 	000000018887
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	3	2008	 	1	2	2	2	2	2	B	1	 	057	22	14	2	6	2	34	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000018887
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	3	2008	 	1	2	2	2	2	2	B	1	 	057	22	11	2	B	2	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000018887
5560	5	5	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	3	2008	 	1	2	2	2	2	2	B	1	 	057	22	8	1	B	2	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000018887
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	1	2	2	2	2	 	 	B	B	1	9	2002	X	B	2	2	2	2	2	2	1	 	057	1	38	2	1	 	47	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	01	60000	 	0	 	 	000000000045
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	4	2003	 	B	2	2	2	2	2	2	1	 	057	20	51	1	1	 	44	1	1	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	40000	 	 	000000000045
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	1	2006	X	1	2	2	2	2	2	2	1	 	057	1	37	1	1	 	44	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	1	 	 	 	2	2	2	 	 	 	 	 	 	 	 	2	2	 	01	0	2	160000	 	 	000000018888
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	1	2006	X	1	2	2	2	2	2	2	1	 	057	20	40	2	1	 	43	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	 	 	000000018888
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	1	2006	 	1	2	2	2	2	2	B	1	 	057	22	13	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000018888
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	1	2006	 	1	2	2	2	2	2	B	1	 	057	22	6	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000018888
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	12	2007	X	1	2	2	2	2	2	2	1	 	057	1	31	2	6	 	44	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	2	 	 	 	2	2	 	 	 	 	 	 	 	 	 	 	2	 	01	0	2	1	2	 	000000016908
5560	2	2	2	2	2	2	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	1	12	2007	X	1	2	2	2	2	2	2	1	 	057	32	40	1	6	 	44	 	2	1	 	 	 	 	 	 	 	0	5	0	 	 	 	 	 	2	 	1	 	 	 	 	 	 	 	 	 	2	2	2	 	 	 	01	0	 	0	2	 	000000016908
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	12	2007	 	1	2	2	2	2	2	B	1	 	057	22	10	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	2	 	000000016908
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	3	2006	X	1	2	2	2	2	2	2	1	 	057	1	33	1	4	 	42	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	2	1	 	 	000000016902
5560	2	2	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	3	2006	 	1	2	2	2	2	2	2	1	 	057	22	15	2	6	1	35	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000016902
5560	1	1	B	B	B	B	2	2	1	2	2	2	1	2	2	2	2	2	 	 	B	B	1	2	2006	X	1	2	2	2	2	2	2	1	 	057	1	54	2	4	 	43	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	6562	4	6562	 	4	000000016898
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	2	2006	 	1	2	2	2	2	2	2	1	 	057	22	25	1	6	1	39	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	02	0	4	6562	 	 	000000016898
5560	3	3	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	2	2006	 	1	2	2	2	2	2	2	1	 	057	22	23	2	6	1	39	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	4	6562	 	 	000000016898
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	1	2006	X	1	2	2	2	2	2	2	1	 	057	1	52	1	1	 	40	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	38000	 	 	000000016890
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	1	2006	X	1	2	2	2	2	2	2	1	 	057	20	49	2	1	 	45	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	60000	 	 	000000016890
5560	1	1	B	B	B	B	2	2	1	2	2	2	1	2	2	2	2	2	 	 	B	B	1	6	1991	X	B	2	2	2	2	2	2	1	 	057	1	49	1	1	 	44	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	1	2	160000	 	2	000000000046
5560	2	2	B	B	B	B	2	2	1	2	2	2	1	2	2	2	2	2	 	 	B	B	1	6	1991	X	B	2	2	2	2	2	2	1	 	057	20	48	2	1	 	43	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	1	2	1	 	2	000000000046
5560	3	3	B	B	B	B	2	2	1	2	2	2	1	2	2	2	2	2	 	 	B	B	2	6	1991	 	B	2	2	2	2	2	2	1	 	057	22	19	2	6	1	39	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	1	2	1	 	2	000000000046
5560	4	4	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	2	6	1991	 	B	2	2	2	2	2	2	1	 	057	22	18	1	6	1	38	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	2	1	 	 	000000000046
5560	5	5	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	4	1995	 	B	2	2	2	2	2	B	1	 	057	22	14	1	6	1	34	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000000046
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	1	2	2	2	2	 	 	B	B	1	11	2007	X	1	2	2	2	2	2	2	4	 	314	1	48	2	3	 	34	 	1	 	 	 	 	 	 	 	 	1	1	1	1980	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	60000	 	0	 	 	000000000047
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	2	11	2007	 	1	2	2	2	2	2	2	1	 	057	22	24	2	6	1	47	 	1	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	2500	 	 	000000000047
5560	3	3	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	11	2007	 	1	2	2	2	2	2	2	1	 	057	22	22	2	6	1	44	 	1	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	 	 	000000000047
5560	1	1	1	2	1	2	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	2	2	5	2009	 	1	2	2	2	2	2	2	1	 	057	38	23	2	6	 	40	 	2	 	 	 	 	 	 	 	 	0	5	0	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	4000	 	 	000000018890
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	5	2009	X	1	2	2	2	2	2	2	1	 	057	2	25	1	6	 	40	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	40000	 	 	000000018890
5560	1	1	B	B	B	B	2	2	1	2	2	2	1	2	2	2	2	2	 	 	B	B	1	4	1992	X	B	2	2	2	2	2	2	1	 	057	1	59	1	1	 	39	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	1667	 	130000	 	4	000000000048
5560	2	2	B	B	B	B	2	2	1	2	2	2	1	2	2	2	2	2	 	 	B	B	1	4	1992	X	B	2	2	2	2	2	2	1	 	057	20	57	2	1	 	40	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	1667	 	55000	 	4	000000000048
5560	4	4	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	2	4	1992	 	B	2	2	2	2	2	2	1	 	057	22	26	1	6	1	39	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	4	1667	 	 	000000000048
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	1	1	2	2	2	 	 	B	B	1	6	2007	X	1	2	2	2	2	2	2	1	 	057	2	73	2	6	 	40	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	1	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	5900	 	0	 	 	000000018891
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	1	2	2	2	2	 	 	B	B	1	2	2008	X	1	2	2	2	2	2	2	4	 	315	1	39	1	1	 	39	2	1	 	 	 	 	 	 	 	 	1	1	1	1986	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	55000	 	0	2	 	000000018892
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	2	2008	 	1	2	2	2	2	2	2	5	 	315	20	34	2	1	 	34	1	1	 	 	 	 	 	 	 	 	1	1	2	2000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	2	 	000000018892
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	2	2008	 	1	2	2	2	2	2	B	1	 	057	22	8	1	B	1	 	 	1	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	2	 	000000018892
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	7	2009	X	1	2	2	2	2	2	2	1	 	057	1	25	1	1	 	44	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	16000	 	 	000000018893
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	7	2009	X	1	2	2	2	2	2	2	1	 	057	20	24	2	1	 	44	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	48000	 	 	000000018893
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	3	2008	X	1	2	2	2	2	2	2	1	 	057	2	50	1	4	 	40	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	47000	 	 	000000018894
5560	2	2	1	2	2	2	B	B	B	B	B	B	B	B	B	B	B	B	 	 	 	 	2	3	2008	 	1	2	2	2	2	2	2	1	 	057	32	51	2	4	 	39	 	2	 	 	 	 	 	 	 	 	0	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	 	 	000000018894
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	1	2	2	2	 	 	B	B	1	1	2006	X	1	2	2	2	2	2	2	1	 	057	2	74	1	6	 	44	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	9360	 	48000	 	 	000000000051
5560	2	2	1	1	2	2	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	2	1	2006	X	1	2	2	2	2	2	2	1	 	057	34	63	1	6	 	39	 	2	 	 	 	 	 	 	 	 	0	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	10020	 	0	 	 	000000000051
5560	3	3	1	2	2	2	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	2	1	2006	X	1	2	2	2	1	1	1	1	 	057	34	42	1	6	 	45	 	2	 	 	 	 	 	 	 	 	0	5	0	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	 	 	000000000051
5560	1	1	B	B	B	B	2	2	2	2	1	2	1	1	2	2	2	2	 	 	B	B	1	1	1995	X	B	2	2	2	2	2	2	1	 	057	1	54	1	1	 	44	2	1	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	01	362598	1	262070	 	1	000000000052
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	1	1995	X	B	2	2	2	2	2	2	1	 	057	20	50	2	1	 	44	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	 	 	000000000052
5560	3	3	B	B	B	B	2	1	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	1	1995	 	B	2	2	2	2	2	2	1	 	057	22	24	1	6	1	44	 	1	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	3700	 	8000	 	 	000000000052
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	7	2008	X	1	2	2	2	2	2	2	4	 	314	1	38	2	1	 	39	2	2	 	 	 	 	 	 	 	 	1	1	1	1990	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	 	 	000000018896
5560	2	2	B	B	B	B	2	2	2	1	2	2	2	2	2	2	2	2	 	 	B	B	1	7	2008	X	1	2	2	2	2	2	2	5	 	314	20	47	1	1	 	39	1	1	 	 	 	 	 	 	 	 	1	1	2	1987	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	7569	 	0	1	 	000000018896
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	7	2008	 	1	2	2	2	2	2	B	1	 	057	22	7	2	B	1	 	 	1	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	1	 	000000018896
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	7	2008	 	1	2	2	2	2	2	B	1	 	057	22	5	1	B	1	 	 	1	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	1	 	000000018896
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	8	1993	X	B	2	2	2	2	2	2	1	 	057	1	48	1	1	 	40	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	80000	 	 	000000000053
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	2	8	1993	X	B	2	2	2	2	2	2	1	 	057	20	47	2	1	 	39	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	2500	 	 	000000000053
5560	3	3	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	2	8	1993	 	B	2	2	1	2	2	2	1	 	057	22	23	1	6	1	40	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	5000	 	 	000000000053
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	12	1993	 	B	2	2	2	2	2	2	1	 	057	22	15	1	6	1	36	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000000053
5560	6	6	B	B	B	B	2	2	2	2	2	2	2	2	1	2	2	2	 	 	B	B	2	9	2005	 	1	2	2	2	2	2	2	1	 	057	26	71	2	3	 	39	 	2	 	 	 	 	 	 	 	 	1	1	4	 	 	 	 	 	 	 	 	 	 	1	 	2	2	2	 	 	 	 	 	2	2	 	01	7500	 	0	 	 	000000000053
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	4	2005	X	B	2	2	2	2	2	2	1	 	057	1	45	1	1	 	39	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	35000	 	 	000000018898
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	4	2005	 	B	2	2	2	2	2	2	1	 	057	20	47	2	1	 	47	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	50000	 	 	000000018898
5560	1	1	B	B	B	B	2	2	2	2	1	2	2	1	2	2	2	2	 	 	B	B	1	6	1994	X	B	2	2	2	2	2	2	1	 	057	1	46	2	6	 	39	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	01	94000	 	0	 	 	000000000055
5560	2	2	1	2	1	2	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	1	6	1994	X	B	2	2	2	2	2	2	1	 	057	32	51	2	6	 	39	 	2	 	 	 	 	 	 	 	 	0	5	0	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	85000	 	 	000000000055
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	10	2009	 	1	2	2	B	B	B	B	4	 	192	22	1	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	2009	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000000055
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	1	2	2	2	 	 	B	B	2	1	2006	X	1	2	2	2	2	2	2	1	 	057	2	87	2	3	 	39	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	1	 	0	 	2	000000018899
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	8	2001	X	B	2	2	2	2	2	2	1	 	057	1	42	1	4	 	39	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	02	0	 	80000	 	 	000000000056
5560	3	3	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	1	8	2001	 	B	2	2	2	2	2	2	1	 	057	22	20	2	6	1	39	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	0	 	 	000000000056
5560	4	4	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	8	2001	 	B	2	2	2	2	2	2	1	 	057	22	18	1	6	1	39	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	0	 	 	000000000056
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	11	2008	X	1	2	2	2	2	2	2	1	 	057	1	29	2	2	 	39	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	9000	 	 	000000018900
5560	2	2	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	11	2008	 	1	2	2	2	2	2	B	1	 	057	22	5	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000018900
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	11	2008	 	1	2	2	2	2	2	B	1	 	057	22	9	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000018900
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	11	2008	 	1	2	2	B	B	B	B	1	 	057	22	3	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000018900
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	9	1995	X	B	2	2	2	2	2	2	1	 	057	1	39	1	1	 	41	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	03	0	 	0	 	 	000000000057
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	9	1996	X	B	2	2	2	2	2	2	1	 	057	20	38	2	1	 	39	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	21000	 	 	000000000057
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	6	1997	 	B	2	2	2	2	2	B	1	 	057	22	12	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	07	 	 	 	 	 	000000000057
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	6	2007	 	B	2	2	B	B	B	B	1	 	057	22	2	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000000057
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	7	2004	 	B	2	2	2	2	2	2	1	 	057	20	55	2	1	 	39	2	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	 	 	000000018901
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	7	2004	X	B	2	2	2	2	2	2	1	 	057	1	56	1	1	 	39	1	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	4	26250	 	 	000000018901
