"","CONTROL","transport_mode","journey_time","journey_distance","gender","income","age","transport_wide","percent_time"
"1026",3953,"Car",12,4,"female",0,58,"Personal_vehicle",0.833333333333333
"1027",3955,"Car",20,15,"male",50000,31,"Personal_vehicle",1.38888888888889
"1028",3957,"Bicycle",10,2,"male",20000,19,"Other",0.694444444444444
"1029",3961,"Truck",25,18,"male",18000,50,"Personal_vehicle",1.73611111111111
"1030",3962,"Works_home",NA,NA,"female",0,65,"Other",NA
"1032",3969,"Car",30,7,"male",8000,34,"Personal_vehicle",2.08333333333333
"1034",3972,"Truck",60,60,"female",0,52,"Personal_vehicle",4.16666666666667
"1035",3977,"Subway",45,25,"female",65000,37,"Public_transit",3.125
"1036",3978,"Car",20,4,"male",11000,59,"Personal_vehicle",1.38888888888889
"1037",3986,"Car",15,11,"male",10000,22,"Personal_vehicle",1.04166666666667
"1038",3988,"Car",30,20,"male",0,67,"Personal_vehicle",2.08333333333333
"1039",3991,"Car",20,10,"male",28000,50,"Personal_vehicle",1.38888888888889
"1040",3993,"Car",10,10,"male",0,39,"Personal_vehicle",0.694444444444444
"1041",3995,"Truck",90,81,"female",0,52,"Personal_vehicle",6.25
"1042",3997,"Car",15,5,"male",25000,57,"Personal_vehicle",1.04166666666667
"1043",4000,"Car",5,1,"female",0,25,"Personal_vehicle",0.347222222222222
"1044",4006,"Truck",35,30,"male",96000,55,"Personal_vehicle",2.43055555555556
"1045",4007,"Truck",25,25,"male",13340,25,"Personal_vehicle",1.73611111111111
"1046",4009,"Car",15,12,"male",0,57,"Personal_vehicle",1.04166666666667
"1048",4018,"Car",30,20,"female",8000,29,"Personal_vehicle",2.08333333333333
"1049",4021,"Car",25,25,"male",13050,22,"Personal_vehicle",1.73611111111111
"1050",4024,"Car",15,12,"male",28000,24,"Personal_vehicle",1.04166666666667
"1051",4030,"Car",18,18,"female",0,58,"Personal_vehicle",1.25
"1052",4031,"Car",30,20,"female",30000,33,"Personal_vehicle",2.08333333333333
"1053",4032,"Car",5,3,"male",45000,45,"Personal_vehicle",0.347222222222222
"1054",4035,"Truck",20,20,"male",96000,34,"Personal_vehicle",1.38888888888889
"1055",4045,"Car",30,18,"female",4200,22,"Personal_vehicle",2.08333333333333
"1056",4049,"Bus_Streetcar",60,11,"female",1200,62,"Public_transit",4.16666666666667
"1057",4050,"Car",10,4,"female",45000,62,"Personal_vehicle",0.694444444444444
"1058",4055,"Truck",120,75,"female",0,49,"Personal_vehicle",8.33333333333333
"1059",4057,"Car",45,10,"male",40000,61,"Personal_vehicle",3.125
"1060",4059,"Truck",15,9,"male",100000,54,"Personal_vehicle",1.04166666666667
"1061",4062,"Truck",15,8,"male",14000,45,"Personal_vehicle",1.04166666666667
"1062",4065,"Car",60,60,"female",70000,53,"Personal_vehicle",4.16666666666667
"1063",4067,"Car",45,35,"female",25000,45,"Personal_vehicle",3.125
"1064",4070,"Car",20,14,"female",35000,62,"Personal_vehicle",1.38888888888889
"1065",4072,"Truck",30,10,"female",38000,31,"Personal_vehicle",2.08333333333333
"1066",4073,"Car",15,2,"male",96000,32,"Personal_vehicle",1.04166666666667
"1067",4077,"Car",15,3,"female",14000,47,"Personal_vehicle",1.04166666666667
"1069",4087,"Car",45,22,"female",15000,49,"Personal_vehicle",3.125
"1070",4089,"Truck",10,8,"male",60000,57,"Personal_vehicle",0.694444444444444
"1072",4097,"Car",45,25,"male",0,23,"Personal_vehicle",3.125
"1073",4101,"Truck",2,1,"male",20000,22,"Personal_vehicle",0.138888888888889
"1074",4104,"Car",40,45,"female",15000,47,"Personal_vehicle",2.77777777777778
"1076",4112,"Car",30,20,"male",0,52,"Personal_vehicle",2.08333333333333
"1077",4116,"Truck",20,15,"male",24000,60,"Personal_vehicle",1.38888888888889
"1078",4117,"Car",60,40,"female",0,57,"Personal_vehicle",4.16666666666667
"1079",4120,"Car",5,3,"female",0,58,"Personal_vehicle",0.347222222222222
"1080",4121,"Car",60,40,"female",4000,26,"Personal_vehicle",4.16666666666667
"1081",4122,"Car",10,7,"male",12500,61,"Personal_vehicle",0.694444444444444
"1082",4127,"Car",6,3,"male",75000,52,"Personal_vehicle",0.416666666666667
"1083",4130,"Car",10,0,"male",5000,74,"Personal_vehicle",0.694444444444444
"1085",4134,"Car",10,5,"female",0,45,"Personal_vehicle",0.694444444444444
"1086",4135,"Walked",1,0,"male",90000,25,"Other",0.0694444444444444
"1087",4136,"Truck",20,15,"female",0,17,"Personal_vehicle",1.38888888888889
"1088",4138,"Car",30,30,"female",0,51,"Personal_vehicle",2.08333333333333
"1089",4143,"Truck",40,20,"male",2400,17,"Personal_vehicle",2.77777777777778
"1090",4144,"Car",50,40,"female",1500,60,"Personal_vehicle",3.47222222222222
"1091",4147,"Truck",10,6,"male",80000,53,"Personal_vehicle",0.694444444444444
"1092",4148,"Car",10,2,"female",45000,45,"Personal_vehicle",0.694444444444444
"1093",4150,"Works_home",NA,NA,"female",0,61,"Other",NA
"1094",4153,"Car",20,20,"female",76000,53,"Personal_vehicle",1.38888888888889
"1095",4156,"Truck",60,60,"female",57000,36,"Personal_vehicle",4.16666666666667
"1096",4165,"Car",60,60,"male",0,72,"Personal_vehicle",4.16666666666667
"1098",4171,"Works_home",NA,NA,"female",0,60,"Other",NA
"1099",4173,"Truck",20,12,"female",0,28,"Personal_vehicle",1.38888888888889
"1100",4180,"Truck",50,40,"female",0,16,"Personal_vehicle",3.47222222222222
"1101",4183,"Truck",15,10,"male",11400,45,"Personal_vehicle",1.04166666666667
"1102",4184,"Truck",25,25,"male",63000,41,"Personal_vehicle",1.73611111111111
"1103",4186,"Car",15,10,"female",25000,46,"Personal_vehicle",1.04166666666667
"1104",4188,"Truck",15,9,"female",65000,34,"Personal_vehicle",1.04166666666667
"1105",4190,"Car",30,27,"male",0,70,"Personal_vehicle",2.08333333333333
"1106",4194,"Car",2,1,"male",45000,39,"Personal_vehicle",0.138888888888889
"1111",4205,"Van",15,7,"female",12000,54,"Personal_vehicle",1.04166666666667
"1112",4206,"Walked",2,0,"female",40000,40,"Other",0.138888888888889
"1113",4207,"Van",15,10,"female",60000,47,"Personal_vehicle",1.04166666666667
"1114",4212,"Car",15,10,"female",9000,20,"Personal_vehicle",1.04166666666667
"1115",4213,"Walked",30,1,"male",1500,43,"Other",2.08333333333333
"1116",4217,"Walked",10,0,"male",15000,51,"Other",0.694444444444444
"1117",4221,"Truck",60,70,"male",70000,26,"Personal_vehicle",4.16666666666667
"1118",4230,"Truck",30,25,"male",58000,54,"Personal_vehicle",2.08333333333333
"1119",4236,"Truck",3,1,"female",0,42,"Personal_vehicle",0.208333333333333
"1120",4239,"Car",2,1,"male",40000,38,"Personal_vehicle",0.138888888888889
"1122",8554,"Car",12,7,"female",5000,31,"Personal_vehicle",0.833333333333333
"1123",8570,"Car",15,8,"female",35000,50,"Personal_vehicle",1.04166666666667
"1124",8576,"Car",15,10,"female",0,17,"Personal_vehicle",1.04166666666667
"1125",8594,"Car",3,0,"female",60000,68,"Personal_vehicle",0.208333333333333
"1126",8598,"Car",15,10,"male",35000,34,"Personal_vehicle",1.04166666666667
"1127",8608,"Car",20,13,"male",46000,37,"Personal_vehicle",1.38888888888889
"1128",8609,"Car",15,12,"female",20000,54,"Personal_vehicle",1.04166666666667
"1129",8611,"Car",15,15,"male",60000,37,"Personal_vehicle",1.04166666666667
"1130",8615,"Truck",15,7,"male",18000,53,"Personal_vehicle",1.04166666666667
"1131",8632,"Car",3,0,"female",30000,52,"Personal_vehicle",0.208333333333333
"1132",8669,"Car",1,0,"female",18000,73,"Personal_vehicle",0.0694444444444444
"1133",8676,"Car",10,3,"female",100000,46,"Personal_vehicle",0.694444444444444
"1134",8680,"Truck",90,90,"male",0,23,"Personal_vehicle",6.25
"1135",8685,"Truck",25,15,"male",0,52,"Personal_vehicle",1.73611111111111
"1136",8690,"Car",16,12,"male",100000,55,"Personal_vehicle",1.11111111111111
"1137",8694,"Truck",90,70,"male",0,21,"Personal_vehicle",6.25
"1138",8734,"Car",15,10,"female",65000,53,"Personal_vehicle",1.04166666666667
"1139",8738,"Car",20,16,"male",40000,61,"Personal_vehicle",1.38888888888889
"1140",8819,"Car",10,5,"female",32000,26,"Personal_vehicle",0.694444444444444
"1142",8902,"Car",10,5,"female",20000,26,"Personal_vehicle",0.694444444444444
"1143",8983,"Truck",30,30,"male",0,43,"Personal_vehicle",2.08333333333333
"1145",8985,"Car",40,26,"male",130000,51,"Personal_vehicle",2.77777777777778
"1146",8988,"Car",10,5,"male",0,27,"Personal_vehicle",0.694444444444444
"1147",8991,"Car",45,25,"female",22000,60,"Personal_vehicle",3.125
"1148",8993,"Truck",30,20,"female",0,57,"Personal_vehicle",2.08333333333333
"1149",8994,"Car",35,25,"female",0,34,"Personal_vehicle",2.43055555555556
"1150",8995,"Car",30,15,"female",45000,56,"Personal_vehicle",2.08333333333333
"1151",8996,"Car",10,8,"male",0,51,"Personal_vehicle",0.694444444444444
"1152",8999,"Truck",15,10,"female",102000,48,"Personal_vehicle",1.04166666666667
"1153",9000,"Car",15,10,"female",0,50,"Personal_vehicle",1.04166666666667
"1154",9003,"Car",20,10,"female",0,58,"Personal_vehicle",1.38888888888889
"1155",9005,"Car",35,25,"female",0,39,"Personal_vehicle",2.43055555555556
"1156",9006,"Car",10,5,"female",0,35,"Personal_vehicle",0.694444444444444
"1157",9011,"Taxicab",10,5,"female",3000,23,"Public_transit",0.694444444444444
"1158",9012,"Truck",20,21,"male",16000,24,"Personal_vehicle",1.38888888888889
"1160",9017,"Works_home",NA,NA,"male",0,20,"Other",NA
"1161",9019,"Car",40,31,"female",0,29,"Personal_vehicle",2.77777777777778
"1165",9025,"Car",5,3,"male",0,53,"Personal_vehicle",0.347222222222222
"1166",9028,"Truck",5,3,"female",30000,50,"Personal_vehicle",0.347222222222222
"1169",9037,"Car",50,35,"female",65000,59,"Personal_vehicle",3.47222222222222
"1172",9045,"Truck",10,3,"female",8000,46,"Personal_vehicle",0.694444444444444
"1173",9055,"Car",5,1,"female",32000,55,"Personal_vehicle",0.347222222222222
"1174",9061,"Truck",20,8,"male",57000,57,"Personal_vehicle",1.38888888888889
"1175",9063,"Van",20,20,"female",70000,36,"Personal_vehicle",1.38888888888889
"1177",9069,"Car",45,33,"male",0,16,"Personal_vehicle",3.125
"1179",9079,"Car",20,10,"female",57000,28,"Personal_vehicle",1.38888888888889
"1180",9083,"Car",20,10,"male",262070,28,"Personal_vehicle",1.38888888888889
"1181",9085,"Car",17,8,"female",47000,32,"Personal_vehicle",1.18055555555556
"1182",9087,"Car",17,10,"male",37000,35,"Personal_vehicle",1.18055555555556
"1183",9089,"Car",25,9,"female",53000,54,"Personal_vehicle",1.73611111111111
"1184",9097,"Car",35,45,"male",0,53,"Personal_vehicle",2.43055555555556
"1185",9101,"Car",30,39,"female",53000,45,"Personal_vehicle",2.08333333333333
"1186",9111,"Truck",20,26,"male",103000,55,"Personal_vehicle",1.38888888888889
"1187",9115,"Car",5,6,"female",1,17,"Personal_vehicle",0.347222222222222
"1188",9118,"Car",10,5,"male",53000,43,"Personal_vehicle",0.694444444444444
"1189",9119,"Car",55,60,"male",60000,65,"Personal_vehicle",3.81944444444444
"1191",9122,"Car",20,6,"female",0,69,"Personal_vehicle",1.38888888888889
"1192",9123,"Car",10,5,"female",0,19,"Personal_vehicle",0.694444444444444
"1193",9124,"Car",20,10,"male",53000,44,"Personal_vehicle",1.38888888888889
"1195",9129,"Car",30,3,"female",0,45,"Personal_vehicle",2.08333333333333
"1196",9131,"Car",120,80,"male",0,25,"Personal_vehicle",8.33333333333333
"1197",9133,"Truck",60,60,"male",8000,17,"Personal_vehicle",4.16666666666667
"1198",9134,"Van",10,3,"male",262070,54,"Personal_vehicle",0.694444444444444
"1199",9135,"Car",10,5,"female",23000,39,"Personal_vehicle",0.694444444444444
"1200",9139,"Truck",15,7,"female",0,23,"Personal_vehicle",1.04166666666667
"1201",9140,"Car",15,6,"male",120000,60,"Personal_vehicle",1.04166666666667
"1202",9142,"Car",10,1,"female",0,17,"Personal_vehicle",0.694444444444444
"1203",9143,"Truck",15,15,"male",55000,55,"Personal_vehicle",1.04166666666667
"1207",9149,"Car",15,5,"male",52000,45,"Personal_vehicle",1.04166666666667
"1209",9153,"Truck",9,5,"male",20000,48,"Personal_vehicle",0.625
"1210",9154,"Truck",20,15,"female",20000,26,"Personal_vehicle",1.38888888888889
"1211",9166,"Car",60,50,"female",30000,32,"Personal_vehicle",4.16666666666667
"1212",9167,"Car",5,4,"male",0,62,"Personal_vehicle",0.347222222222222
"1213",9169,"Car",45,28,"male",88000,50,"Personal_vehicle",3.125
"1217",9177,"Car",25,12,"female",22000,36,"Personal_vehicle",1.73611111111111
"1218",9179,"Truck",30,15,"male",24000,35,"Personal_vehicle",2.08333333333333
"1219",9181,"Car",15,9,"female",54000,55,"Personal_vehicle",1.04166666666667
"1220",9183,"Car",60,47,"female",15187,47,"Personal_vehicle",4.16666666666667
"1221",9186,"Truck",20,6,"male",57778,50,"Personal_vehicle",1.38888888888889
"1223",9188,"Car",25,15,"male",1500,19,"Personal_vehicle",1.73611111111111
"1224",9191,"Car",45,51,"female",50000,61,"Personal_vehicle",3.125
"1225",9198,"Van",60,70,"male",27000,38,"Personal_vehicle",4.16666666666667
"1227",9202,"Car",45,45,"female",40000,34,"Personal_vehicle",3.125
"1230",9209,"Truck",7,3,"male",80000,54,"Personal_vehicle",0.486111111111111
"1231",9214,"Truck",30,25,"male",2160,18,"Personal_vehicle",2.08333333333333
"1233",9219,"Car",35,28,"female",28000,27,"Personal_vehicle",2.43055555555556
"1234",9220,"Car",45,40,"female",50000,50,"Personal_vehicle",3.125
"1235",9223,"Car",13,7,"female",70000,58,"Personal_vehicle",0.902777777777778
"1236",9226,"Car",15,10,"male",10000,22,"Personal_vehicle",1.04166666666667
"1237",9229,"Car",75,60,"female",45000,49,"Personal_vehicle",5.20833333333333
"1238",9230,"Car",25,14,"female",37000,31,"Personal_vehicle",1.73611111111111
"1240",9238,"Car",3,2,"female",2000,50,"Personal_vehicle",0.208333333333333
"1241",9239,"Truck",30,20,"male",0,68,"Personal_vehicle",2.08333333333333
"1242",9241,"Truck",3,3,"female",0,56,"Personal_vehicle",0.208333333333333
"1245",9251,"Truck",10,4,"male",35000,58,"Personal_vehicle",0.694444444444444
"1247",9258,"Truck",10,3,"female",11000,36,"Personal_vehicle",0.694444444444444
"1248",9259,"Car",30,25,"female",40000,46,"Personal_vehicle",2.08333333333333
"1249",9264,"Truck",45,40,"female",0,68,"Personal_vehicle",3.125
"1251",16881,"Van",20,15,"male",0,17,"Personal_vehicle",1.38888888888889
"1252",16882,"Car",35,14,"male",14600,52,"Personal_vehicle",2.43055555555556
"1254",16890,"Truck",20,15,"male",38000,52,"Personal_vehicle",1.38888888888889
"1255",16893,"Motorcycle",15,5,"male",0,19,"Personal_vehicle",1.04166666666667
"1256",16894,"Truck",30,15,"male",0,54,"Personal_vehicle",2.08333333333333
"1257",16898,"Truck",60,30,"female",6562,54,"Personal_vehicle",4.16666666666667
"1258",16902,"Truck",60,30,"male",1,33,"Personal_vehicle",4.16666666666667
"1259",16903,"Car",15,15,"female",20000,19,"Personal_vehicle",1.04166666666667
"1260",16908,"Car",15,5,"male",0,40,"Personal_vehicle",1.04166666666667
"1261",16910,"Car",45,40,"female",30000,31,"Personal_vehicle",3.125
"1263",16912,"Car",60,40,"female",75000,28,"Personal_vehicle",4.16666666666667
"1264",16914,"Car",8,3,"female",33000,47,"Personal_vehicle",0.555555555555556
"1265",16915,"Car",60,40,"female",25000,57,"Personal_vehicle",4.16666666666667
"1266",16916,"Car",30,25,"female",54000,23,"Personal_vehicle",2.08333333333333
"1267",16917,"Car",15,10,"female",70000,45,"Personal_vehicle",1.04166666666667
"1268",16918,"Truck",5,2,"female",70000,45,"Personal_vehicle",0.347222222222222
"1270",16921,"Car",45,35,"female",60000,53,"Personal_vehicle",3.125
"1271",16922,"Truck",10,3,"male",85000,32,"Personal_vehicle",0.694444444444444
"1273",16926,"Van",25,12,"male",17000,22,"Personal_vehicle",1.73611111111111
"1274",16928,"Truck",50,50,"male",60000,57,"Personal_vehicle",3.47222222222222
"1275",16929,"Car",2,2,"male",0,18,"Personal_vehicle",0.138888888888889
"1276",16930,"Car",20,10,"female",38000,48,"Personal_vehicle",1.38888888888889
"1277",16931,"Car",60,49,"male",168,20,"Personal_vehicle",4.16666666666667
"1278",16932,"Car",60,52,"female",35000,55,"Personal_vehicle",4.16666666666667
"1279",16933,"Car",30,20,"male",50000,34,"Personal_vehicle",2.08333333333333
"1282",16936,"Car",120,88,"male",100000,37,"Personal_vehicle",8.33333333333333
"1283",16941,"Car",2,1,"male",41000,29,"Personal_vehicle",0.138888888888889
"1284",16942,"Car",40,15,"male",60000,57,"Personal_vehicle",2.77777777777778
"1285",16943,"Works_home",NA,NA,"male",0,43,"Other",NA
"1286",16945,"Car",7,3,"male",60000,39,"Personal_vehicle",0.486111111111111
"1288",16947,"Car",15,10,"male",27000,29,"Personal_vehicle",1.04166666666667
"1289",16951,"Truck",10,5,"female",33000,34,"Personal_vehicle",0.694444444444444
"1290",16952,"Car",15,10,"female",500,16,"Personal_vehicle",1.04166666666667
"1291",16953,"Truck",120,80,"female",60000,41,"Personal_vehicle",8.33333333333333
"1292",16954,"Truck",20,20,"male",0,48,"Personal_vehicle",1.38888888888889
"1295",16962,"Truck",10,3,"female",3000,82,"Personal_vehicle",0.694444444444444
"1296",16965,"Truck",5,4,"female",0,30,"Personal_vehicle",0.347222222222222
"1298",16969,"Truck",30,28,"male",42000,41,"Personal_vehicle",2.08333333333333
"1300",16972,"Truck",5,5,"male",35000,28,"Personal_vehicle",0.347222222222222
"1301",16979,"Car",15,10,"male",30000,27,"Personal_vehicle",1.04166666666667
"1302",16983,"Car",60,45,"female",40000,28,"Personal_vehicle",4.16666666666667
"1303",16984,"Works_home",NA,NA,"male",35000,43,"Other",NA
"1304",16992,"Truck",30,30,"male",1,18,"Personal_vehicle",2.08333333333333
"1305",16994,"Car",45,40,"male",78000,54,"Personal_vehicle",3.125
"1306",16995,"Car",10,7,"female",26000,39,"Personal_vehicle",0.694444444444444
"1308",17000,"Walked",12,0,"male",13000,59,"Other",0.833333333333333
"1310",17003,"Car",15,10,"female",105000,30,"Personal_vehicle",1.04166666666667
"1311",17010,"Truck",15,15,"female",35000,50,"Personal_vehicle",1.04166666666667
"1312",17016,"Van",30,25,"female",0,50,"Personal_vehicle",2.08333333333333
"1313",17020,"Truck",15,9,"female",16640,48,"Personal_vehicle",1.04166666666667
"1314",17023,"Car",2,2,"female",0,35,"Personal_vehicle",0.138888888888889
"1315",17026,"Truck",10,7,"female",0,50,"Personal_vehicle",0.694444444444444
"1316",17027,"Truck",10,12,"male",30000,40,"Personal_vehicle",0.694444444444444
"1317",17028,"Car",35,20,"male",13000,49,"Personal_vehicle",2.43055555555556
"1319",17041,"Car",15,10,"female",10000,22,"Personal_vehicle",1.04166666666667
"1320",17045,"Car",15,4,"male",0,56,"Personal_vehicle",1.04166666666667
"1321",17050,"Truck",60,55,"male",14400,39,"Personal_vehicle",4.16666666666667
"1322",17057,"Truck",45,55,"male",24000,55,"Personal_vehicle",3.125
"1323",17059,"Truck",45,50,"female",0,50,"Personal_vehicle",3.125
"1325",17070,"Car",30,30,"female",44000,63,"Personal_vehicle",2.08333333333333
"1327",17073,"Car",45,29,"female",13333,62,"Personal_vehicle",3.125
"1328",17074,"Car",7,5,"female",42000,51,"Personal_vehicle",0.486111111111111
"1329",17075,"Car",45,39,"male",0,29,"Personal_vehicle",3.125
"1330",17076,"Truck",8,3,"male",0,21,"Personal_vehicle",0.555555555555556
"1331",17077,"Car",25,22,"female",0,26,"Personal_vehicle",1.73611111111111
"1332",17078,"Car",5,2,"male",0,64,"Personal_vehicle",0.347222222222222
"1333",17079,"Car",35,25,"female",19000,24,"Personal_vehicle",2.43055555555556
"1334",17083,"Truck",10,10,"female",0,28,"Personal_vehicle",0.694444444444444
"1335",17086,"Car",20,6,"male",3936,18,"Personal_vehicle",1.38888888888889
"1337",17094,"Truck",75,43,"male",45000,60,"Personal_vehicle",5.20833333333333
"1338",17095,"Truck",120,69,"female",0,52,"Personal_vehicle",8.33333333333333
"1341",17105,"Truck",20,15,"female",20000,25,"Personal_vehicle",1.38888888888889
"1342",17106,"Car",35,30,"female",0,20,"Personal_vehicle",2.43055555555556
"1343",17109,"Truck",15,5,"female",0,32,"Personal_vehicle",1.04166666666667
"1344",17111,"Car",15,12,"male",45000,32,"Personal_vehicle",1.04166666666667
"1348",17128,"Truck",30,30,"male",0,49,"Personal_vehicle",2.08333333333333
"1349",17130,"Truck",30,30,"female",20000,23,"Personal_vehicle",2.08333333333333
"1351",17148,"Truck",15,15,"male",0,35,"Personal_vehicle",1.04166666666667
"1352",17155,"Bicycle",15,2,"male",30000,24,"Other",1.04166666666667
"1353",17159,"Car",20,14,"female",18000,43,"Personal_vehicle",1.38888888888889
"1354",17160,"Car",15,8,"male",100000,48,"Personal_vehicle",1.04166666666667
"1355",17161,"Car",20,16,"female",26000,35,"Personal_vehicle",1.38888888888889
"1356",17167,"Truck",10,5,"male",115000,30,"Personal_vehicle",0.694444444444444
"1357",17168,"Car",5,1,"female",48000,25,"Personal_vehicle",0.347222222222222
"1358",17171,"Truck",20,7,"female",0,18,"Personal_vehicle",1.38888888888889
"1359",17172,"Car",10,1,"female",12500,49,"Personal_vehicle",0.694444444444444
"1360",17173,"Truck",10,1,"male",30000,50,"Personal_vehicle",0.694444444444444
"1361",17177,"Car",20,15,"female",26000,54,"Personal_vehicle",1.38888888888889
"1362",17180,"Truck",10,5,"male",28000,55,"Personal_vehicle",0.694444444444444
"1363",17185,"Car",25,6,"male",22000,25,"Personal_vehicle",1.73611111111111
"1364",17188,"Truck",15,15,"female",48000,36,"Personal_vehicle",1.04166666666667
"1365",17193,"Car",10,5,"male",65000,30,"Personal_vehicle",0.694444444444444
"1366",17201,"Car",23,16,"male",42000,56,"Personal_vehicle",1.59722222222222
"1367",17203,"Car",10,10,"male",0,16,"Personal_vehicle",0.694444444444444
"1368",17204,"Truck",20,25,"female",10000,46,"Personal_vehicle",1.38888888888889
"1369",17207,"Truck",15,12,"male",0,58,"Personal_vehicle",1.04166666666667
"1371",17217,"Car",20,15,"male",33000,44,"Personal_vehicle",1.38888888888889
"1372",17219,"Other",15,1,"female",23000,23,"Other",1.04166666666667
"1373",17227,"Car",30,25,"male",30000,23,"Personal_vehicle",2.08333333333333
"1374",17228,"Car",15,13,"male",48000,40,"Personal_vehicle",1.04166666666667
"1375",17229,"Car",20,12,"female",13000,44,"Personal_vehicle",1.38888888888889
"1376",17231,"Car",14,18,"male",10000,22,"Personal_vehicle",0.972222222222222
"1378",17239,"Car",12,4,"female",40000,57,"Personal_vehicle",0.833333333333333
"1380",17260,"Car",30,15,"female",8400,52,"Personal_vehicle",2.08333333333333
"1381",17263,"Works_home",NA,NA,"male",50000,29,"Other",NA
"1382",17268,"Car",15,5,"female",41000,55,"Personal_vehicle",1.04166666666667
"1383",17273,"Truck",25,15,"female",44000,49,"Personal_vehicle",1.73611111111111
"1384",17287,"Car",12,8,"male",77000,33,"Personal_vehicle",0.833333333333333
"1385",17288,"Car",20,15,"male",6180,65,"Personal_vehicle",1.38888888888889
"1386",17290,"Car",15,8,"male",60000,55,"Personal_vehicle",1.04166666666667
"1387",17292,"Truck",15,5,"female",45000,64,"Personal_vehicle",1.04166666666667
"1388",17294,"Car",20,9,"female",0,51,"Personal_vehicle",1.38888888888889
"1389",17295,"Car",5,2,"male",20200,62,"Personal_vehicle",0.347222222222222
"1390",17296,"Truck",10,5,"male",45000,37,"Personal_vehicle",0.694444444444444
"1391",17298,"Car",5,2,"male",0,60,"Personal_vehicle",0.347222222222222
"1393",17307,"Car",20,13,"female",0,60,"Personal_vehicle",1.38888888888889
"1394",17310,"Car",30,17,"female",0,46,"Personal_vehicle",2.08333333333333
"1395",17311,"Truck",10,6,"female",7377,54,"Personal_vehicle",0.694444444444444
"1396",17312,"Car",20,13,"male",0,53,"Personal_vehicle",1.38888888888889
"1397",17315,"Car",10,1,"female",24000,43,"Personal_vehicle",0.694444444444444
"1398",17317,"Car",2,1,"female",8000,35,"Personal_vehicle",0.138888888888889
"1399",17319,"Car",15,6,"male",0,79,"Personal_vehicle",1.04166666666667
"1400",17321,"Truck",15,20,"male",60000,36,"Personal_vehicle",1.04166666666667
"1401",17323,"Car",20,20,"male",6000,30,"Personal_vehicle",1.38888888888889
"1402",17324,"Car",20,20,"male",0,45,"Personal_vehicle",1.38888888888889
"1404",17329,"Truck",30,13,"female",0,54,"Personal_vehicle",2.08333333333333
"1405",17331,"Car",15,5,"male",18000,24,"Personal_vehicle",1.04166666666667
"1406",17335,"Car",45,35,"female",24000,54,"Personal_vehicle",3.125
"1407",17336,"Car",10,5,"male",20000,29,"Personal_vehicle",0.694444444444444
"1408",17342,"Car",15,12,"male",28000,37,"Personal_vehicle",1.04166666666667
"1410",17359,"Car",60,75,"female",15000,30,"Personal_vehicle",4.16666666666667
"1412",17364,"Car",20,10,"female",15000,61,"Personal_vehicle",1.38888888888889
"1413",17366,"Truck",35,25,"male",48000,41,"Personal_vehicle",2.43055555555556
"1414",17369,"Car",20,5,"female",48000,54,"Personal_vehicle",1.38888888888889
"1415",17370,"Car",20,7,"male",25000,57,"Personal_vehicle",1.38888888888889
"1416",17373,"Truck",10,5,"female",32000,62,"Personal_vehicle",0.694444444444444
"1417",17374,"Truck",35,20,"male",50000,48,"Personal_vehicle",2.43055555555556
"1418",17375,"Car",12,4,"female",0,61,"Personal_vehicle",0.833333333333333
"1419",17379,"Car",30,10,"male",0,17,"Personal_vehicle",2.08333333333333
"1420",17381,"Truck",45,30,"female",46000,54,"Personal_vehicle",3.125
"1421",17382,"Car",10,10,"female",80000,53,"Personal_vehicle",0.694444444444444
"1422",17383,"Bus_Streetcar",120,30,"female",12000,60,"Public_transit",8.33333333333333
"1424",17385,"Car",30,10,"male",45000,56,"Personal_vehicle",2.08333333333333
"1425",17386,"Van",7,4,"female",33087,57,"Personal_vehicle",0.486111111111111
"1426",17389,"Car",17,10,"male",17500,23,"Personal_vehicle",1.18055555555556
"1428",17393,"Truck",30,30,"male",0,21,"Personal_vehicle",2.08333333333333
"1429",17397,"Car",20,25,"female",4000,68,"Personal_vehicle",1.38888888888889
"1430",17400,"Truck",15,12,"male",25000,55,"Personal_vehicle",1.04166666666667
"1431",17405,"Car",20,16,"female",80000,62,"Personal_vehicle",1.38888888888889
"1433",17412,"Car",20,15,"male",45000,55,"Personal_vehicle",1.38888888888889
"1434",17413,"Car",22,12,"male",52000,53,"Personal_vehicle",1.52777777777778
"1437",17418,"Car",15,7,"female",35000,40,"Personal_vehicle",1.04166666666667
"1438",17419,"Car",10,3,"female",43000,49,"Personal_vehicle",0.694444444444444
"1439",17423,"Car",20,10,"male",33000,43,"Personal_vehicle",1.38888888888889
"1440",17424,"Car",10,5,"female",21000,41,"Personal_vehicle",0.694444444444444
"1442",17431,"Car",20,20,"male",0,45,"Personal_vehicle",1.38888888888889
"1443",17439,"Truck",20,15,"female",43000,45,"Personal_vehicle",1.38888888888889
"1444",17445,"Car",15,4,"female",0,57,"Personal_vehicle",1.04166666666667
"1445",17450,"Van",10,5,"male",0,42,"Personal_vehicle",0.694444444444444
"1446",17453,"Car",10,4,"female",7933,46,"Personal_vehicle",0.694444444444444
"1447",17456,"Car",15,6,"female",8600,30,"Personal_vehicle",1.04166666666667
"1448",17463,"Car",15,10,"female",28000,25,"Personal_vehicle",1.04166666666667
"1449",17465,"Truck",20,10,"female",30000,46,"Personal_vehicle",1.38888888888889
